sentiment,text
-1,shiitt im bored
1,up in 3d
1,@mariahcarey zup happy weekend
1,i is huuuunrrggyss  man 12 hour til lunch
-1,was in a car crash a while ago
1,going out to shibuya for fooooood
1,@mistalicious well we are but not on wednesday lol
1,httpwwwyoutubecomwatchvnrlsku0tfls  link again  should work this time
1,@endlesscoldbeat its the indonesian edition of rolling stones
1,@troytaylor86 trey songz mixtapes are alwayz cracccccckkkkkk
1,watching tough love finale steve is hott
1,ahhhh had a good night
1,beautiful day today yay
-1,@obsidianpanther im one episode behind
-1,bye bye vegas helloo long ass drive home
1,@bdeshong congrats im glad everything went so well
-1,cant bloody tell if order went through
1,@ruthless1 power to the people dude
1,@lisatoddsutton thats the only way to live
1,@ms6cr8ive thank you
-1,last day in glasgow till september  xxxx
1,hanging w good friends
1,playing with mccoy
-1,rip freddy the fish
1,@gregmishka great for a monday   thanks
1,bubbly face  lagulagu di mustang bagussssss deh 
1,morning everyone   how are yall doing
-1,@hipsterrunoff u will never lose me
-1,bunch of inexperienced hacks   ï¿½ï¿½l berto
-1,muttering about mutter issues and file conflicts
1,@cmtanner haha they respect my daughtertheyre good
-1,free money is over i actually have to work
1,how much last night rocked
1,heey finally got twitter  goin to sleep
-1,good bye my delicious bread
-1,uuhh zamzar convert the video fast
-1,its storming outside
1,@kco welcome back
-1,penguins let me down again
1,ohhh orlando how i love theeeee lt3
1,@jimcim breathing is good glad u are feeling better
-1,este mult prea plictisit
-1,attempt 3  still a long way to go
1,takin in calls
1,@mysphit thank you
1,is going to a keith urban concert tonight
1,going swimming
-1,i miss my donny
1,eating ice cream
-1,@jenniferle arrrrgg there are no direct flights
1,thank god for the new ac in my room
1,@cheezo @sujaymahajan start with highway 61 revisited
1,school lame cant for the beach next week
1,i might debut it at beta fest
1,getting ready to clean my room yuck
-1,damn drop by 34  52 twittercom
-1,is just pure exhausted cant even walk anymore
1,@joshuaritmeijer awww  sweeeet you made my day
1,@thekiosque ooooh
1,@sundaeafternoon how are you  i love twitter
-1,@sacajaweea feels sorry for self lol
1,the weather is really confious
1,@vinodelectable ooh another interesting fact
1,@jaimonet thanx for the ff
1,leats hang out
1,hey twitter
1,@jalenjade credits funny
-1,@justyassy where is the jonas brothers account on youtube
-1,happiness can sometimes be overshadowed by the date
1,ok guys im back
-1,@eljayr  damn youuuu now im playing
-1,sleepy all the time
-1,last day of vacay
-1,last full day at home
1,lol wow u od mymy still there  @ellaxceleste
-1,im all alone because @smt90210 left me
-1,i wish i was seeing dave matthews
1,@yorenee morning
1,happy mothers dayyyy
1,@hitman1971 thank you so much for the ff
1,@dogcrazy im melodramatic when it comes to cookies
-1,where in singapore do they sell dujour
-1,@alexkol21 lucky you  its raining heresad day
-1,raining
-1,starting to doubt 2mar
1,@drewseeley @mitchel musso  good luck tonight
-1,came down with the swine flu
-1,talking on skype with friend
-1,@finiculi that cunt
1,@hireheather  thanx
-1,@stmungo im looking for a surrogate betty boothroyd
1,@sharlr i love the cute little animals on there
-1,@xroryx i know its fucking miserable
1, love tokio hotel  tom my loveee
-1,wish more people followed me on this thing
1,cleaning my roomgrad photosgotta sleep
-1,se acabo two n a half men
-1,says oh its raining again  httpplurkcompxmv8u
1,rove on soon
1,@emarketingguru thanks a lot for the mentioning much appretiated
-1,im really tired
-1,on lunch being a loner again
-1,im thinkin twitter sucks
1,@therealjordin i luv stacie
1,@andytyan thanks for your sympathy
-1,great my left earbud is officially brokers
1,@concreteangelx7 lmao at that
1,@andyroddick yay andy keep it up
1,nothing special
1,@ the mariott hotel grosvener sq good stuff
-1,@krissykris725 i hope your big sis is okay
1,@gotstacksondeck how u doin 2day darlinnn
1,@cozz around and about lol
-1,i want to see famous people
-1,off to work
-1,w is a fucking awful movie how sad
1,@pawmarks thanks steven i will
-1,@oc909 i miss you
-1,has cold boo hoo
1,@poohfeet lol you should have
1,band of the hour tsunami bomb go me
-1,fuck off hayfever  i hate you
-1,all work amp no twit damn
1,@mskarma32 its a new fabolousthe dream song
-1,@followtis lucky got hour and 15 left
-1,tv is boring at night
1,eating lunch with my mom
1,original pancake house with @ariellemadden @bloeffler cac and andrea
-1,@historybook well im not there
1,@dulani247 yes mcfly will be there
-1,juss woke up headache
1,@backstreetboys howdy  how are you bsb
1,@aidanlegend thanks
-1,@reviewerx aw how come whats up
1,@delllounge are you sending me an adamo to demo
1,watching soccer iran is playing
-1,i miss my grandma
1,@samh786 they are amazing
1,@jenjelly85 why thankyou its from a song
-1,@coderedg  at workdamn man lol
-1,lost a follower lol
1,@dfizzy mother lover butthe lonley island
-1,3 weeks till my holsgota start doin some exercises
-1,owww toothache commencing in 3 2 1
1,orlando won time to take the ship from la
1,@mikeyallen5   i agree
-1,@cackleberry oh noes
1,@juulia @rachellucie thanks
-1,@jacquid i miss @mojoyogurt
-1,@kerrykatona hi babe x i need u now badly
1,@thelittleidiot canada welcomes you
1,@bennylicious honestly you television people will try anything
1,@beiruta thanks for spreading me around
-1,finishing up a paper  dinnerthen rellaxxx time
1,@beadsonfire you are welcome anything for a fellow etsian
1,@blackseven7 guess what carcassonne expansion i just bought
-1,away to finally get organised
-1,@kingdavid1973 eww i feel so violated now
-1,i think im getting sick
1,headacheeeeee but i finished my submarine board
-1,i miss my honeybunches
1,@reyz yayy 204
-1,does not feel healthy
-1,rain sucks i cant go out
-1,studies again
-1,i hav a tummy ache
1,@jasoncalacanis  totally true about the haters
1,had fun at powerhouse  httpplurkcompxfglq
-1,twitter my tummy hurts  no more greasy food
1,@wheatus ps congrats on ep release  x
-1,after this week im gonna need more air freshener
1,at the mall with my mommy
1,@jacketslut cool  whos playing
1,@loverrx thank you its so much fun
-1,kristins going away dinner so sad
1,@faylemarquand lol its not friday but thanks anyway
-1,last day in france
1,im covered in paint uhoh
-1,@tripzy  dm me when ur back
1,good morning
1,@wentworthmiller im pretty cool ya know
1,@mitchmilbourn oh right lol well i will watch anyway
-1,blaaah dont feel like reading for this class
1,drinking wine before i pass out
-1,hates leaving nara this morning
-1,last day before school starts after easter break
-1,@alineee me exqueã§eu
-1,@jonathanuniza im allergic to seafood but i lovvvve seafood
1,going to get ice cream
-1,@bobbywan crappy
1,my bf is making me dinner
1,@jtvsupportdylan thanks man i appreciate it alot
1,sorting shit out basic
1,watchin tmz
-1,i wanna make snickerdoodles but i have no butter
1,@stoweboyd re microsyntax looks like twitter is growing up
-1,no work tonight cuz im puking
1,@vickywoodford yeah
-1,my shoulder hurts again
-1,my fast remains un broken
-1,to lewis 
-1,tomorrow back to school
1,so ready for the mtv movie awards
-1,@djrockt i missed the joke of the day
-1,@tygatyga i hope so but i doubt it
-1,my brothers are off to bgt show now
1,@haleyhelena the world would blow up
1,will take the pcds ticket concert today
-1,@helenwayte not massive doesnt sound like slim to me
-1,my tummy hurts
1,@matturvatnaskil good work man
-1,constipated
1,@jen729 never mind i see that you have
1,@chattyman hey alan i find you so funny
1,@georgiarachel welcomme  this is georgia from textiles right
-1,visualizing the code to be precise codin with mouse
1,i wish i lived in london
1,another hommage to friday   httpblipfm6t0y3
1,@peoplefight reading orand writing
1,@greyareauk champion lovely champion
-1,@helloimpatz i cant aim on my phone
1,so happy that my backups have backups geek
-1,ughhh feel like crap  hate being sick 
-1,ugh i do not feel good
-1,@annieweasley lucky mine hasnt showed up yet
1,@joannechambers1 yes weekend please
1,snl hosted by justin timberlake startssssssssssss now  woohoo
-1,@mileycyrus is this the last season of hannah montana
-1,my updates arnt rising
1,going to sleep now
-1,reuby is gonna do im sedated
1,@joshtastic1  nite at least some pointtonightgoodnight  
1,@troystith hello
1,@theallianceguy the ozzy osbourne one
-1,@miggyblahblah08 i would cry  hahaha
1,a good weird
-1,@joshhunt nothing  what about u
1,lisenin 2 lady gaga cd the fame its amazin
-1,ugh work til 7 via @rileyfasho ewz sorry
-1,not going to see up
-1,tired  and illhow lovely
1,bank holiday rock seems so fitting   httpblipfm5jg16
1,@literarynobody i try to respond when i can
-1,@samt101 ughhh that stinks i hope you feel better
-1,has a cold
1,cmd show tonight
1,with @yayajo and echan   httptwitpiccom6agf5
-1,evilsmirk drinking   tears  httpplurkcompuen93
-1,httpbitly152zi4  that bird is road kill poor thing
1,spending qt with austy
1,@angusgibson hugs  even though its a little late
1,@painyboi oh god i really hope it is
-1,@mfharrison i still have another hour
1,the fresh prince of belair
-1,missing my char
-1,@4dz did that
1,@vegncomfortfood im working on it
-1,i want to go out this is so unfair
-1,okay now im done relaxing time to get ready
1,goodnite 4 real this time lol
1,boredd i think im gonna paint my nailss
-1,@brittanyasnow its not letting me into the chat
1,yay for dollhouse coming back for another season
1,@rsmith86 wahaha whoops
1,@jes523 if the price is right
1,@missshirin good question
1,@chadlad see you later  x
-1,i think im sunburned
1,recently in my project  via vowenet httptinyurlcomr97owy
1,@jayme1988  with a bat up her nightdress
-1,@camiloj i know i worked til 10
1,that web guy blog  httpthatwebguyblogcom
-1,im still very sick  but working 118 anyways
1,the weekend is here
1,im finally home taking a long shower
-1,lack of communication damn i hate it so much
-1,@palmpre i feel like a idiot now
1,@kynn i should not be surprised should i
-1,i feel lonely
1,with the bestie
1,@matheuswartjes op dat pad wel
1,@sampan22 i know cant wait
-1,summer 
-1,awake  and cant to back to sleep
-1,aw ive while heartburnnnnnnnn
1,@inspiredmess nope got off at noon  lol
-1,@ikurtz i couldnt have because my mom is working
-1,revising for english exam  groan
-1,grrr blogger editor has screwed my formatting
-1,how long will this keep up for
1,hubby is snoring  but i still love him
1,is now home
1,@gameboffin i doubt those magazine dollars come easy
1,binary is so much fun
-1,my iphone hella freezes
-1,@maxcaven i dont like that
-1,@mojokiss but but i dont like veggies only alcohol
1,@steviecgn morgen
1,i want to buy new pair of undieshahahaha
1,sunbathing in the semihotness os hastings
-1,thinking of you
-1,i wanna do some sudoku shit
1,@redheadwriting  meant as a noun verb or interjection
1,just left work  morning run okay walk later
-1,@tommcfly lol wish i could see u  xxx
1,gets to chill with kristen today
1,okay i will
-1,really tired but i cant go to sleep
1,@ajinair thank you  ive discovered a talent
1,@xochiana thanks did you get the email
1,at a wedding   httpbnup2comp570077
1,@youcanknowgod good luck
-1,@terranzoday  that was just mean hmph  musiicbox
-1,@basherlock awww
1,@mayleesgarden i love lemongrass that looks lovely
1,@chebbipon plurk itu buat apa ya  cheers
1,@alissafereday my pleasure
-1,someone come to town with me
-1,nooooo i am running out of beans already
1,feeling like ass so deserves this   httptwitpiccom6fois
-1,@adjectiveless from the looks of things no
-1,@shireenseif ill miss you more   meat stick
1,@av3ry i like your user pic
-1,up for the last breakfast in dublin  eahil2009
1,dang its cool outside
-1,in economics it sucks
-1,@jackiiewaynee i love you and miss you
1,i like v factory now they arent so bad
1,man im gunna throw up so many times
1,@emmaaaar sounds laaaavely
1,@alibrustofski i love the beatles
-1,ewwy toby farted
-1,cantt sleeep in with the heattt  ox
1,gooood morningg everyonneee
-1,going to get surgery on my broken ankle
-1,burnt tongue hot chocolate has a downside
-1,@eliasjudes first fear  httpjessicaturnersblogblogspotcom200906almostwordlesswednesdayhtml
-1,whats happening to me amfffff
1,watching kobe doin work inside my bed  httpbitlyjjn3g
1,@theshellyfish cest le 5tres bientot
-1,@laurenconrad aw i missed you i had to work
-1,asking people to join twitter
